text,sentiment
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral
The profit after taxes was EUR 57.7 11.1 million .,neutral
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",neutral
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral
"`` Over the years , the color orange has become synonymous with quality .",neutral
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral
`` The new unit is a major investment in the Finnish media scene .,neutral
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral
`` This could be us .,neutral
`` We are selling an information systems development business to the Finns .,neutral
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral
"8,600 m , and at the time of investment it is fully leased to several tenants .",neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",neutral
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",neutral
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",neutral
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",neutral
All depends on financing .,neutral
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",neutral
An Apple spokeswoman said the company declined to comment .,neutral
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral
